Chain	ctx11	ctx12	ctx13	ctx21	ctx22	ctx23	STD	TC	diff
t13	1	6	3	5	4	2	0	69	-69
t21	1	6	3	5	4	2	0	75	-75
t22	1	6	4	2	3	5	0	32	-32
t23	1	6	4	2	3	5	0	51	-51
t11	1	6	4	2	3	5	0	10	-10
t12	1	6	4	2	3	5	0	100	-100
t13	1	6	4	2	3	5	0	90	-90
t21	1	6	4	2	3	5	0	13	-13
t22	1	6	4	2	5	3	0	66	-66
t23	1	6	4	2	5	3	0	28	-28
t11	1	6	4	2	5	3	0	10	-10
t12	1	6	4	2	5	3	0	101	-101
t13	1	6	4	2	5	3	0	65	-65
t21	1	6	4	2	5	3	0	13	-13
t22	1	6	4	3	2	5	0	29	-29
t23	1	6	4	3	2	5	0	51	-51
t11	1	6	4	3	2	5	0	10	-10
t12	1	6	4	3	2	5	0	104	-104
t13	1	6	4	3	2	5	0	95	-95
t21	1	6	4	3	2	5	0	32	-32
t22	1	6	4	3	5	2	0	66	-66
t23	1	6	4	3	5	2	0	19	-19
t11	1	6	4	3	5	2	0	10	-10
t12	1	6	4	3	5	2	0	105	-105
t13	1	6	4	3	5	2	0	69	-69
t21	1	6	4	3	5	2	0	28	-28
t22	1	6	4	5	2	3	0	29	-29
t23	1	6	4	5	2	3	0	45	-45
t11	1	6	4	5	2	3	0	10	-10
t12	1	6	4	5	2	3	0	124	-124
t13	1	6	4	5	2	3	0	88	-88
t21	1	6	4	5	2	3	0	75	-75
t22	1	6	4	5	3	2	0	34	-34
t23	1	6	4	5	3	2	0	26	-26
t11	1	6	4	5	3	2	0	10	-10
t12	1	6	4	5	3	2	0	124	-124
t13	1	6	4	5	3	2	0	88	-88
t21	1	6	4	5	3	2	0	75	-75
t22	1	6	5	2	3	4	0	32	-32
t23	1	6	5	2	3	4	0	47	-47
t11	1	6	5	2	3	4	0	10	-10
t12	1	6	5	2	3	4	0	100	-100
t13	1	6	5	2	3	4	0	118	-118
t21	1	6	5	2	3	4	0	13	-13
t22	1	6	5	2	4	3	0	52	-52
t23	1	6	5	2	4	3	0	28	-28
t11	1	6	5	2	4	3	0	10	-10
t12	1	6	5	2	4	3	0	100	-100
t13	1	6	5	2	4	3	0	118	-118
t21	1	6	5	2	4	3	0	13	-13
t22	1	6	5	3	2	4	0	29	-29
t23	1	6	5	3	2	4	0	47	-47
t11	1	6	5	3	2	4	0	10	-10
t12	1	6	5	3	2	4	0	104	-104
t13	1	6	5	3	2	4	0	118	-118
t21	1	6	5	3	2	4	0	32	-32
t22	1	6	5	3	4	2	0	52	-52
t23	1	6	5	3	4	2	0	15	-15
t11	1	6	5	3	4	2	0	10	-10
t12	1	6	5	3	4	2	0	105	-105
t13	1	6	5	3	4	2	0	130	-130
t21	1	6	5	3	4	2	0	28	-28
t22	1	6	5	4	2	3	0	29	-29
t23	1	6	5	4	2	3	0	44	-44
t11	1	6	5	4	2	3	0	10	-10
t12	1	6	5	4	2	3	0	124	-124
t13	1	6	5	4	2	3	0	154	-154
t21	1	6	5	4	2	3	0	71	-71
t22	1	6	5	4	3	2	0	34	-34
t23	1	6	5	4	3	2	0	26	-26
t11	1	6	5	4	3	2	0	10	-10
t12	1	6	5	4	3	2	0	124	-124
t13	1	6	5	4	3	2	0	154	-154
t21	1	6	5	4	3	2	0	71	-71
t22	2	1	3	4	5	6	146	146	0
t23	2	1	3	4	5	6	466	466	0
t11	2	1	3	4	5	6	14	14	0
t12	2	1	3	4	5	6	2	2	0
t13	2	1	3	4	5	6	32	32	0
t21	2	1	3	4	5	6	73	73	0
t22	2	1	3	4	6	5	424	244	180
t23	2	1	3	4	6	5	216	147	69
t11	2	1	3	4	6	5	14	14	0
t12	2	1	3	4	6	5	2	2	0
t13	2	1	3	4	6	5	32	32	0
t21	2	1	3	4	6	5	73	73	0
t22	2	1	3	5	4	6	407	151	256
t23	2	1	3	5	4	6	1462	466	996
t11	2	1	3	5	4	6	14	14	0
t12	2	1	3	5	4	6	2	2	0
t13	2	1	3	5	4	6	32	32	0
t21	2	1	3	5	4	6	695	155	540
t22	2	1	3	5	6	4	1007	265	742
t23	2	1	3	5	6	4	310	125	185
t11	2	1	3	5	6	4	14	14	0
t12	2	1	3	5	6	4	2	2	0
t13	2	1	3	5	6	4	32	32	0
t21	2	1	3	5	6	4	473	94	379
t22	2	1	3	6	4	5	0	191	-191
t23	2	1	3	6	4	5	0	183	-183
t11	2	1	3	6	4	5	0	14	-14
t12	2	1	3	6	4	5	0	2	-2
t13	2	1	3	6	4	5	0	32	-32
t21	2	1	3	6	4	5	0	213	-213
t22	2	1	3	6	5	4	0	212	-212
t23	2	1	3	6	5	4	0	142	-142
t11	2	1	3	6	5	4	0	14	-14
t12	2	1	3	6	5	4	0	2	-2
t13	2	1	3	6	5	4	0	32	-32
t21	2	1	3	6	5	4	0	213	-213
t22	2	1	4	3	5	6	133	133	0
t23	2	1	4	3	5	6	390	390	0
t11	2	1	4	3	5	6	14	14	0
t12	2	1	4	3	5	6	2	2	0
t13	2	1	4	3	5	6	47	47	0
t21	2	1	4	3	5	6	29	29	0
t22	2	1	4	3	6	5	343	200	143
t23	2	1	4	3	6	5	190	147	43
t11	2	1	4	3	6	5	14	14	0
t12	2	1	4	3	6	5	2	2	0
t13	2	1	4	3	6	5	47	47	0
t21	2	1	4	3	6	5	29	29	0
t22	2	1	4	5	3	6	187	67	120
t23	2	1	4	5	3	6	1445	459	986
t11	2	1	4	5	3	6	14	14	0
t12	2	1	4	5	3	6	2	2	0
t13	2	1	4	5	3	6	266	53	213
t21	2	1	4	5	3	6	695	155	540
t22	2	1	4	5	6	3	1007	265	742
t23	2	1	4	5	6	3	126	45	81
t11	2	1	4	5	6	3	14	14	0
t12	2	1	4	5	6	3	2	2	0
t13	2	1	4	5	6	3	210	49	161
t21	2	1	4	5	6	3	473	94	379
t22	2	1	4	6	3	5	0	87	-87
t23	2	1	4	6	3	5	0	166	-166
t11	2	1	4	6	3	5	0	14	-14
t12	2	1	4	6	3	5	0	2	-2
t13	2	1	4	6	3	5	0	53	-53
t21	2	1	4	6	3	5	0	213	-213
t22	2	1	4	6	5	3	0	212	-212
t23	2	1	4	6	5	3	0	58	-58
t11	2	1	4	6	5	3	0	14	-14
t12	2	1	4	6	5	3	0	2	-2
t13	2	1	4	6	5	3	0	49	-49
t21	2	1	4	6	5	3	0	213	-213
t22	2	1	5	3	4	6	50	50	0
t23	2	1	5	3	4	6	326	326	0
t11	2	1	5	3	4	6	14	14	0
t12	2	1	5	3	4	6	2	2	0
t13	2	1	5	3	4	6	73	73	0
t21	2	1	5	3	4	6	29	29	0
t22	2	1	5	3	6	4	343	200	143
t23	2	1	5	3	6	4	61	60	1
t11	2	1	5	3	6	4	14	14	0
t12	2	1	5	3	6	4	2	2	0
t13	2	1	5	3	6	4	111	52	59
t21	2	1	5	3	6	4	29	29	0
t22	2	1	5	4	3	6	35	35	0
t23	2	1	5	4	3	6	373	373	0
t11	2	1	5	4	3	6	14	14	0
t12	2	1	5	4	3	6	2	2	0
t13	2	1	5	4	3	6	89	89	0
t21	2	1	5	4	3	6	50	50	0
t22	2	1	5	4	6	3	446	205	241
t23	2	1	5	4	6	3	59	45	14
t11	2	1	5	4	6	3	14	14	0
t12	2	1	5	4	6	3	2	2	0
t13	2	1	5	4	6	3	128	52	76
t21	2	1	5	4	6	3	95	34	61
t22	2	1	5	6	3	4	0	87	-87
t23	2	1	5	6	3	4	0	66	-66
t11	2	1	5	6	3	4	0	14	-14
t12	2	1	5	6	3	4	0	2	-2
t13	2	1	5	6	3	4	0	70	-70
t21	2	1	5	6	3	4	0	213	-213
t22	2	1	5	6	4	3	0	92	-92
t23	2	1	5	6	4	3	0	45	-45
t11	2	1	5	6	4	3	0	14	-14
t12	2	1	5	6	4	3	0	2	-2
t13	2	1	5	6	4	3	0	70	-70
t21	2	1	5	6	4	3	0	213	-213
t22	2	1	6	3	4	5	50	50	0
t23	2	1	6	3	4	5	55	55	0
t11	2	1	6	3	4	5	14	14	0
t12	2	1	6	3	4	5	2	2	0
t13	2	1	6	3	4	5	131	131	0
t21	2	1	6	3	4	5	29	29	0
t22	2	1	6	3	5	4	72	72	0
t23	2	1	6	3	5	4	47	47	0
t11	2	1	6	3	5	4	14	14	0
t12	2	1	6	3	5	4	2	2	0
t13	2	1	6	3	5	4	131	131	0
t21	2	1	6	3	5	4	29	29	0
t22	2	1	6	4	3	5	35	35	0
t23	2	1	6	4	3	5	88	88	0
t11	2	1	6	4	3	5	14	14	0
t12	2	1	6	4	3	5	2	2	0
t13	2	1	6	4	3	5	132	132	0
t21	2	1	6	4	3	5	50	50	0
t22	2	1	6	4	5	3	72	72	0
t23	2	1	6	4	5	3	44	44	0
t11	2	1	6	4	5	3	14	14	0
t12	2	1	6	4	5	3	2	2	0
t13	2	1	6	4	5	3	133	131	2
t21	2	1	6	4	5	3	51	34	17
t22	2	1	6	5	3	4	67	60	7
t23	2	1	6	5	3	4	107	65	42
t11	2	1	6	5	3	4	14	14	0
t12	2	1	6	5	3	4	2	2	0
t13	2	1	6	5	3	4	190	152	38
t21	2	1	6	5	3	4	131	93	38
t22	2	1	6	5	4	3	111	65	46
t23	2	1	6	5	4	3	45	44	1
t11	2	1	6	5	4	3	14	14	0
t12	2	1	6	5	4	3	2	2	0
t13	2	1	6	5	4	3	210	152	58
t21	2	1	6	5	4	3	148	93	55
t22	2	3	1	4	5	6	863	146	717
t23	2	3	1	4	5	6	2474	466	2008
t11	2	3	1	4	5	6	110	14	96
t12	2	3	1	4	5	6	308	44	264
t13	2	3	1	4	5	6	46	8	38
t21	2	3	1	4	5	6	491	73	418
t22	2	3	1	4	6	5	2223	244	1979
t23	2	3	1	4	6	5	1196	147	1049
t11	2	3	1	4	6	5	110	14	96
t12	2	3	1	4	6	5	308	44	264
t13	2	3	1	4	6	5	46	8	38
t21	2	3	1	4	6	5	491	73	418
t22	2	3	1	5	4	6	2665	151	2514
t23	2	3	1	5	4	6	10072	466	9606
t11	2	3	1	5	4	6	110	14	96
t12	2	3	1	5	4	6	308	44	264
t13	2	3	1	5	4	6	46	8	38
t21	2	3	1	5	4	6	4893	155	4738
t22	2	3	1	5	6	4	5385	265	5120
t23	2	3	1	5	6	4	1803	125	1678
t11	2	3	1	5	6	4	110	14	96
t12	2	3	1	5	6	4	308	44	264
t13	2	3	1	5	6	4	46	8	38
t21	2	3	1	5	6	4	2654	94	2560
t22	2	3	1	6	4	5	0	191	-191
t23	2	3	1	6	4	5	0	183	-183
t11	2	3	1	6	4	5	0	14	-14
t12	2	3	1	6	4	5	0	44	-44
t13	2	3	1	6	4	5	0	8	-8
t21	2	3	1	6	4	5	0	213	-213
t22	2	3	1	6	5	4	0	212	-212
t23	2	3	1	6	5	4	0	142	-142
t11	2	3	1	6	5	4	0	14	-14
t12	2	3	1	6	5	4	0	44	-44
t13	2	3	1	6	5	4	0	8	-8
t21	2	3	1	6	5	4	0	213	-213
t22	2	3	4	1	5	6	149	133	16
t23	2	3	4	1	5	6	364	304	60
t11	2	3	4	1	5	6	13	13	0
t12	2	3	4	1	5	6	24	24	0
t13	2	3	4	1	5	6	47	47	0
t21	2	3	4	1	5	6	3	3	0
t22	2	3	4	1	6	5	350	175	175
t23	2	3	4	1	6	5	203	130	73
t11	2	3	4	1	6	5	13	13	0
t12	2	3	4	1	6	5	24	24	0
t13	2	3	4	1	6	5	47	47	0
t21	2	3	4	1	6	5	3	3	0
t22	2	3	4	5	1	6	0	17	-17
t23	2	3	4	5	1	6	0	433	-433
t11	2	3	4	5	1	6	0	19	-19
t12	2	3	4	5	1	6	0	32	-32
t13	2	3	4	5	1	6	0	67	-67
t21	2	3	4	5	1	6	0	155	-155
t22	2	3	4	5	6	1	0	265	-265
t23	2	3	4	5	6	1	0	7	-7
t11	2	3	4	5	6	1	0	15	-15
t12	2	3	4	5	6	1	0	28	-28
t13	2	3	4	5	6	1	0	55	-55
t21	2	3	4	5	6	1	0	94	-94
t22	2	3	4	6	1	5	0	25	-25
t23	2	3	4	6	1	5	0	166	-166
t11	2	3	4	6	1	5	0	19	-19
t12	2	3	4	6	1	5	0	32	-32
t13	2	3	4	6	1	5	0	67	-67
t21	2	3	4	6	1	5	0	213	-213
t22	2	3	4	6	5	1	0	212	-212
t23	2	3	4	6	5	1	0	8	-8
t11	2	3	4	6	5	1	0	15	-15
t12	2	3	4	6	5	1	0	28	-28
t13	2	3	4	6	5	1	0	55	-55
t21	2	3	4	6	5	1	0	213	-213
t22	2	3	5	1	4	6	50	50	0
t23	2	3	5	1	4	6	316	240	76
t11	2	3	5	1	4	6	13	13	0
t12	2	3	5	1	4	6	24	24	0
t13	2	3	5	1	4	6	68	68	0
t21	2	3	5	1	4	6	3	3	0
t22	2	3	5	1	6	4	350	175	175
t23	2	3	5	1	6	4	61	47	14
t11	2	3	5	1	6	4	13	13	0
t12	2	3	5	1	6	4	24	24	0
t13	2	3	5	1	6	4	119	60	59
t21	2	3	5	1	6	4	3	3	0
t22	2	3	5	4	1	6	9	9	0
t23	2	3	5	4	1	6	415	347	68
t11	2	3	5	4	1	6	19	19	0
t12	2	3	5	4	1	6	32	32	0
t13	2	3	5	4	1	6	106	106	0
t21	2	3	5	4	1	6	50	50	0
t22	2	3	5	4	6	1	2127	205	1922
t23	2	3	5	4	6	1	28	7	21
t11	2	3	5	4	6	1	130	15	115
t12	2	3	5	4	6	1	299	28	271
t13	2	3	5	4	6	1	668	66	602
t21	2	3	5	4	6	1	375	34	341
t22	2	3	5	6	1	4	0	25	-25
t23	2	3	5	6	1	4	0	66	-66
t11	2	3	5	6	1	4	0	19	-19
t12	2	3	5	6	1	4	0	32	-32
t13	2	3	5	6	1	4	0	84	-84
t21	2	3	5	6	1	4	0	213	-213
t22	2	3	5	6	4	1	0	92	-92
t23	2	3	5	6	4	1	0	7	-7
t11	2	3	5	6	4	1	0	15	-15
t12	2	3	5	6	4	1	0	28	-28
t13	2	3	5	6	4	1	0	84	-84
t21	2	3	5	6	4	1	0	213	-213
t22	2	3	6	1	4	5	50	50	0
t23	2	3	6	1	4	5	55	55	0
t11	2	3	6	1	4	5	13	13	0
t12	2	3	6	1	4	5	24	24	0
t13	2	3	6	1	4	5	122	122	0
t21	2	3	6	1	4	5	3	3	0
t22	2	3	6	1	5	4	72	72	0
t23	2	3	6	1	5	4	34	34	0
t11	2	3	6	1	5	4	13	13	0
t12	2	3	6	1	5	4	24	24	0
t13	2	3	6	1	5	4	139	139	0
t21	2	3	6	1	5	4	3	3	0
t22	2	3	6	4	1	5	9	9	0
t23	2	3	6	4	1	5	88	88	0
t11	2	3	6	4	1	5	19	19	0
t12	2	3	6	4	1	5	32	32	0
t13	2	3	6	4	1	5	166	166	0
t21	2	3	6	4	1	5	50	50	0
t22	2	3	6	4	5	1	72	72	0
t23	2	3	6	4	5	1	6	6	0
t11	2	3	6	4	5	1	20	15	5
t12	2	3	6	4	5	1	33	28	5
t13	2	3	6	4	5	1	169	154	15
t21	2	3	6	4	5	1	51	34	17
t22	2	3	6	5	1	4	12	10	2
t23	2	3	6	5	1	4	88	65	23
t11	2	3	6	5	1	4	28	19	9
t12	2	3	6	5	1	4	51	32	19
t13	2	3	6	5	1	4	227	183	44
t21	2	3	6	5	1	4	95	93	2
t22	2	3	6	5	4	1	113	65	48
t23	2	3	6	5	4	1	7	6	1
t11	2	3	6	5	4	1	25	15	10
t12	2	3	6	5	4	1	48	28	20
t13	2	3	6	5	4	1	264	175	89
t21	2	3	6	5	4	1	148	93	55
t22	2	4	1	3	5	6	6362	133	6229
t23	2	4	1	3	5	6	18211	348	17863
t11	2	4	1	3	5	6	950	14	936
t12	2	4	1	3	5	6	3122	47	3075
t13	2	4	1	3	5	6	420	8	412
t21	2	4	1	3	5	6	2529	27	2502
t22	2	4	1	3	6	5	16002	198	15804
t23	2	4	1	3	6	5	9440	147	9293
t11	2	4	1	3	6	5	950	14	936
t12	2	4	1	3	6	5	3122	47	3075
t13	2	4	1	3	6	5	420	8	412
t21	2	4	1	3	6	5	2529	27	2502
t22	2	4	1	5	3	6	0	51	-51
t23	2	4	1	5	3	6	0	457	-457
t11	2	4	1	5	3	6	0	14	-14
t12	2	4	1	5	3	6	0	53	-53
t13	2	4	1	5	3	6	0	10	-10
t21	2	4	1	5	3	6	0	155	-155
t22	2	4	1	5	6	3	0	265	-265
t23	2	4	1	5	6	3	0	41	-41
t11	2	4	1	5	6	3	0	14	-14
t12	2	4	1	5	6	3	0	49	-49
t13	2	4	1	5	6	3	0	8	-8
t21	2	4	1	5	6	3	0	94	-94
t22	2	4	1	6	3	5	0	69	-69
t23	2	4	1	6	3	5	0	166	-166
t11	2	4	1	6	3	5	0	14	-14
t12	2	4	1	6	3	5	0	53	-53
t13	2	4	1	6	3	5	0	10	-10
t21	2	4	1	6	3	5	0	213	-213
t22	2	4	1	6	5	3	0	212	-212
t23	2	4	1	6	5	3	0	42	-42
t11	2	4	1	6	5	3	0	14	-14
t12	2	4	1	6	5	3	0	49	-49
t13	2	4	1	6	5	3	0	8	-8
t21	2	4	1	6	5	3	0	213	-213
t22	2	4	3	1	5	6	292	133	159
t23	2	4	3	1	5	6	778	304	474
t11	2	4	3	1	5	6	13	13	0
t12	2	4	3	1	5	6	165	46	119
t13	2	4	3	1	5	6	77	37	40
t21	2	4	3	1	5	6	3	3	0
t22	2	4	3	1	6	5	750	175	575
t23	2	4	3	1	6	5	461	130	331
t11	2	4	3	1	6	5	13	13	0
t12	2	4	3	1	6	5	165	46	119
t13	2	4	3	1	6	5	77	37	40
t21	2	4	3	1	6	5	3	3	0
t22	2	4	3	5	1	6	0	17	-17
t23	2	4	3	5	1	6	0	433	-433
t11	2	4	3	5	1	6	0	19	-19
t12	2	4	3	5	1	6	0	54	-54
t13	2	4	3	5	1	6	0	59	-59
t21	2	4	3	5	1	6	0	155	-155
t22	2	4	3	5	6	1	0	265	-265
t23	2	4	3	5	6	1	0	7	-7
t11	2	4	3	5	6	1	0	15	-15
t12	2	4	3	5	6	1	0	50	-50
t13	2	4	3	5	6	1	0	43	-43
t21	2	4	3	5	6	1	0	94	-94
t22	2	4	3	6	1	5	0	25	-25
t23	2	4	3	6	1	5	0	166	-166
t11	2	4	3	6	1	5	0	19	-19
t12	2	4	3	6	1	5	0	54	-54
t13	2	4	3	6	1	5	0	59	-59
t21	2	4	3	6	1	5	0	213	-213
t22	2	4	3	6	5	1	0	212	-212
t23	2	4	3	6	5	1	0	8	-8
t11	2	4	3	6	5	1	0	15	-15
t12	2	4	3	6	5	1	0	50	-50
t13	2	4	3	6	5	1	0	43	-43
t21	2	4	3	6	5	1	0	213	-213
t22	2	4	5	1	3	6	32	32	0
t23	2	4	5	1	3	6	318	222	96
t11	2	4	5	1	3	6	13	13	0
t12	2	4	5	1	3	6	43	43	0
t13	2	4	5	1	3	6	83	83	0
t21	2	4	5	1	3	6	3	3	0
t22	2	4	5	1	6	3	573	175	398
t23	2	4	5	1	6	3	59	29	30
t11	2	4	5	1	6	3	13	13	0
t12	2	4	5	1	6	3	90	30	60
t13	2	4	5	1	6	3	196	66	130
t21	2	4	5	1	6	3	3	3	0
t22	2	4	5	3	1	6	9	9	0
t23	2	4	5	3	1	6	388	288	100
t11	2	4	5	3	1	6	19	19	0
t12	2	4	5	3	1	6	45	45	0
t13	2	4	5	3	1	6	108	108	0
t21	2	4	5	3	1	6	32	32	0
t22	2	4	5	3	6	1	1459	199	1260
t23	2	4	5	3	6	1	20	7	13
t11	2	4	5	3	6	1	90	15	75
t12	2	4	5	3	6	1	225	31	194
t13	2	4	5	3	6	1	459	66	393
t21	2	4	5	3	6	1	188	28	160
t22	2	4	5	6	1	3	0	25	-25
t23	2	4	5	6	1	3	0	46	-46
t11	2	4	5	6	1	3	0	19	-19
t12	2	4	5	6	1	3	0	47	-47
t13	2	4	5	6	1	3	0	95	-95
t21	2	4	5	6	1	3	0	213	-213
t22	2	4	5	6	3	1	0	70	-70
t23	2	4	5	6	3	1	0	7	-7
t11	2	4	5	6	3	1	0	15	-15
t12	2	4	5	6	3	1	0	47	-47
t13	2	4	5	6	3	1	0	91	-91
t21	2	4	5	6	3	1	0	213	-213
t22	2	4	6	1	3	5	32	32	0
t23	2	4	6	1	3	5	55	55	0
t11	2	4	6	1	3	5	13	13	0
t12	2	4	6	1	3	5	43	43	0
t13	2	4	6	1	3	5	137	137	0
t21	2	4	6	1	3	5	3	3	0
t22	2	4	6	1	5	3	72	72	0
t23	2	4	6	1	5	3	28	28	0
t11	2	4	6	1	5	3	13	13	0
t12	2	4	6	1	5	3	44	30	14
t13	2	4	6	1	5	3	145	145	0
t21	2	4	6	1	5	3	3	3	0
t22	2	4	6	3	1	5	9	9	0
t23	2	4	6	3	1	5	55	55	0
t11	2	4	6	3	1	5	19	19	0
t12	2	4	6	3	1	5	45	45	0
t13	2	4	6	3	1	5	149	149	0
t21	2	4	6	3	1	5	32	32	0
t22	2	4	6	3	5	1	72	72	0
t23	2	4	6	3	5	1	6	5	1
t11	2	4	6	3	5	1	20	15	5
t12	2	4	6	3	5	1	46	31	15
t13	2	4	6	3	5	1	167	157	10
t21	2	4	6	3	5	1	33	28	5
t22	2	4	6	5	1	3	12	10	2
t23	2	4	6	5	1	3	64	45	19
t11	2	4	6	5	1	3	28	19	9
t12	2	4	6	5	1	3	71	47	24
t13	2	4	6	5	1	3	237	198	39
t21	2	4	6	5	1	3	95	93	2
t22	2	4	6	5	3	1	72	45	27
t23	2	4	6	5	3	1	7	6	1
t11	2	4	6	5	3	1	25	15	10
t12	2	4	6	5	3	1	110	47	63
t13	2	4	6	5	3	1	290	194	96
t21	2	4	6	5	3	1	148	93	55
t22	2	5	1	3	4	6	0	46	-46
t23	2	5	1	3	4	6	0	320	-320
t11	2	5	1	3	4	6	0	14	-14
t12	2	5	1	3	4	6	0	70	-70
t13	2	5	1	3	4	6	0	10	-10
t21	2	5	1	3	4	6	0	27	-27
t22	2	5	1	3	6	4	0	198	-198
t23	2	5	1	3	6	4	0	44	-44
t11	2	5	1	3	6	4	0	14	-14
t12	2	5	1	3	6	4	0	52	-52
t13	2	5	1	3	6	4	0	10	-10
t21	2	5	1	3	6	4	0	27	-27
t22	2	5	1	4	3	6	0	33	-33
t23	2	5	1	4	3	6	0	326	-326
t11	2	5	1	4	3	6	0	14	-14
t12	2	5	1	4	3	6	0	85	-85
t13	2	5	1	4	3	6	0	12	-12
t21	2	5	1	4	3	6	0	46	-46
t22	2	5	1	4	6	3	0	203	-203
t23	2	5	1	4	6	3	0	41	-41
t11	2	5	1	4	6	3	0	14	-14
t12	2	5	1	4	6	3	0	52	-52
t13	2	5	1	4	6	3	0	10	-10
t21	2	5	1	4	6	3	0	32	-32
t22	2	5	1	6	3	4	0	69	-69
t23	2	5	1	6	3	4	0	60	-60
t11	2	5	1	6	3	4	0	14	-14
t12	2	5	1	6	3	4	0	68	-68
t13	2	5	1	6	3	4	0	10	-10
t21	2	5	1	6	3	4	0	213	-213
t22	2	5	1	6	4	3	0	84	-84
t23	2	5	1	6	4	3	0	41	-41
t11	2	5	1	6	4	3	0	14	-14
t12	2	5	1	6	4	3	0	68	-68
t13	2	5	1	6	4	3	0	10	-10
t21	2	5	1	6	4	3	0	213	-213
t22	2	5	3	1	4	6	0	46	-46
t23	2	5	3	1	4	6	0	236	-236
t11	2	5	3	1	4	6	0	13	-13
t12	2	5	3	1	4	6	0	65	-65
t13	2	5	3	1	4	6	0	43	-43
t21	2	5	3	1	4	6	0	3	-3
t22	2	5	3	1	6	4	0	175	-175
t23	2	5	3	1	6	4	0	43	-43
t11	2	5	3	1	6	4	0	13	-13
t12	2	5	3	1	6	4	0	51	-51
t13	2	5	3	1	6	4	0	43	-43
t21	2	5	3	1	6	4	0	3	-3
t22	2	5	3	4	1	6	0	9	-9
t23	2	5	3	4	1	6	0	302	-302
t11	2	5	3	4	1	6	0	19	-19
t12	2	5	3	4	1	6	0	86	-86
t13	2	5	3	4	1	6	0	61	-61
t21	2	5	3	4	1	6	0	46	-46
t22	2	5	3	4	6	1	0	203	-203
t23	2	5	3	4	6	1	0	7	-7
t11	2	5	3	4	6	1	0	15	-15
t12	2	5	3	4	6	1	0	53	-53
t13	2	5	3	4	6	1	0	45	-45
t21	2	5	3	4	6	1	0	32	-32
t22	2	5	3	6	1	4	0	25	-25
t23	2	5	3	6	1	4	0	60	-60
t11	2	5	3	6	1	4	0	19	-19
t12	2	5	3	6	1	4	0	69	-69
t13	2	5	3	6	1	4	0	61	-61
t21	2	5	3	6	1	4	0	213	-213
t22	2	5	3	6	4	1	0	84	-84
t23	2	5	3	6	4	1	0	7	-7
t11	2	5	3	6	4	1	0	15	-15
t12	2	5	3	6	4	1	0	69	-69
t13	2	5	3	6	4	1	0	46	-46
t21	2	5	3	6	4	1	0	213	-213
t22	2	5	4	1	3	6	0	32	-32
t23	2	5	4	1	3	6	0	222	-222
t11	2	5	4	1	3	6	0	13	-13
t12	2	5	4	1	3	6	0	65	-65
t13	2	5	4	1	3	6	0	62	-62
t21	2	5	4	1	3	6	0	3	-3
t22	2	5	4	1	6	3	0	175	-175
t23	2	5	4	1	6	3	0	29	-29
t11	2	5	4	1	6	3	0	13	-13
t12	2	5	4	1	6	3	0	51	-51
t13	2	5	4	1	6	3	0	51	-51
t21	2	5	4	1	6	3	0	3	-3
t22	2	5	4	3	1	6	0	9	-9
t23	2	5	4	3	1	6	0	288	-288
t11	2	5	4	3	1	6	0	19	-19
t12	2	5	4	3	1	6	0	76	-76
t13	2	5	4	3	1	6	0	83	-83
t21	2	5	4	3	1	6	0	32	-32
t22	2	5	4	3	6	1	0	199	-199
t23	2	5	4	3	6	1	0	7	-7
t11	2	5	4	3	6	1	0	15	-15
t12	2	5	4	3	6	1	0	53	-53
t13	2	5	4	3	6	1	0	53	-53
t21	2	5	4	3	6	1	0	28	-28
t22	2	5	4	6	1	3	0	25	-25
t23	2	5	4	6	1	3	0	46	-46
t11	2	5	4	6	1	3	0	19	-19
t12	2	5	4	6	1	3	0	69	-69
t13	2	5	4	6	1	3	0	66	-66
t21	2	5	4	6	1	3	0	213	-213
t22	2	5	4	6	3	1	0	70	-70
t23	2	5	4	6	3	1	0	7	-7
t11	2	5	4	6	3	1	0	15	-15
t12	2	5	4	6	3	1	0	69	-69
t13	2	5	4	6	3	1	0	65	-65
t21	2	5	4	6	3	1	0	213	-213
t22	2	5	6	1	3	4	32	32	0
t23	2	5	6	1	3	4	47	47	0
t11	2	5	6	1	3	4	13	13	0
t12	2	5	6	1	3	4	49	49	0
t13	2	5	6	1	3	4	142	142	0
t21	2	5	6	1	3	4	3	3	0
t22	2	5	6	1	4	3	47	47	0
t23	2	5	6	1	4	3	28	28	0
t11	2	5	6	1	4	3	13	13	0
t12	2	5	6	1	4	3	49	49	0
t13	2	5	6	1	4	3	142	142	0
t21	2	5	6	1	4	3	3	3	0
t22	2	5	6	3	1	4	9	9	0
t23	2	5	6	3	1	4	47	47	0
t11	2	5	6	3	1	4	19	19	0
t12	2	5	6	3	1	4	50	50	0
t13	2	5	6	3	1	4	164	164	0
t21	2	5	6	3	1	4	32	32	0
t22	2	5	6	3	4	1	52	52	0
t23	2	5	6	3	4	1	5	5	0
t11	2	5	6	3	4	1	15	15	0
t12	2	5	6	3	4	1	65	65	0
t13	2	5	6	3	4	1	181	165	16
t21	2	5	6	3	4	1	33	28	5
t22	2	5	6	4	1	3	9	9	0
t23	2	5	6	4	1	3	34	34	0
t11	2	5	6	4	1	3	19	19	0
t12	2	5	6	4	1	3	74	74	0
t13	2	5	6	4	1	3	182	182	0
t21	2	5	6	4	1	3	47	47	0
t22	2	5	6	4	3	1	49	34	15
t23	2	5	6	4	3	1	6	6	0
t11	2	5	6	4	3	1	20	15	5
