Chain	ctx11	ctx12	ctx13	ctx21	ctx22	ctx23	STD	TC	diff
t11	1	6	4	3	2	5	0	0	0
t12	1	6	4	3	2	5	0	0	0
t13	1	6	4	3	2	5	0	0	0
t21	1	6	4	3	2	5	0	0	0
t22	1	6	4	3	2	5	0	0	0
t23	1	6	4	3	2	5	0	0	0
t11	1	6	4	3	5	2	0	0	0
t12	1	6	4	3	5	2	0	0	0
t13	1	6	4	3	5	2	0	0	0
t21	1	6	4	3	5	2	0	0	0
t22	1	6	4	3	5	2	0	0	0
t23	1	6	4	3	5	2	0	0	0
t11	1	6	4	5	2	3	0	0	0
t12	1	6	4	5	2	3	0	0	0
t13	1	6	4	5	2	3	0	0	0
t21	1	6	4	5	2	3	0	0	0
t22	1	6	4	5	2	3	0	0	0
t23	1	6	4	5	2	3	0	0	0
t11	1	6	4	5	3	2	0	0	0
t12	1	6	4	5	3	2	0	0	0
t13	1	6	4	5	3	2	0	0	0
t21	1	6	4	5	3	2	0	0	0
t22	1	6	4	5	3	2	0	0	0
t23	1	6	4	5	3	2	0	0	0
t11	1	6	5	2	3	4	0	0	0
t12	1	6	5	2	3	4	0	0	0
t13	1	6	5	2	3	4	0	0	0
t21	1	6	5	2	3	4	0	0	0
t22	1	6	5	2	3	4	0	0	0
t23	1	6	5	2	3	4	0	0	0
t11	1	6	5	2	4	3	0	0	0
t12	1	6	5	2	4	3	0	0	0
t13	1	6	5	2	4	3	0	0	0
t21	1	6	5	2	4	3	0	0	0
t22	1	6	5	2	4	3	0	0	0
t23	1	6	5	2	4	3	0	0	0
t11	1	6	5	3	2	4	0	0	0
t12	1	6	5	3	2	4	0	0	0
t13	1	6	5	3	2	4	0	0	0
t21	1	6	5	3	2	4	0	0	0
t22	1	6	5	3	2	4	0	0	0
t23	1	6	5	3	2	4	0	0	0
t11	1	6	5	3	4	2	0	0	0
t12	1	6	5	3	4	2	0	0	0
t13	1	6	5	3	4	2	0	0	0
t21	1	6	5	3	4	2	0	0	0
t22	1	6	5	3	4	2	0	0	0
t23	1	6	5	3	4	2	0	0	0
t11	1	6	5	4	2	3	0	0	0
t12	1	6	5	4	2	3	0	0	0
t13	1	6	5	4	2	3	0	0	0
t21	1	6	5	4	2	3	0	0	0
t22	1	6	5	4	2	3	0	0	0
t23	1	6	5	4	2	3	0	0	0
t11	1	6	5	4	3	2	0	0	0
t12	1	6	5	4	3	2	0	0	0
t13	1	6	5	4	3	2	0	0	0
t21	1	6	5	4	3	2	0	0	0
t22	1	6	5	4	3	2	0	0	0
t23	1	6	5	4	3	2	0	0	0
t11	2	1	3	4	5	6	14	14	0
t12	2	1	3	4	5	6	2	2	0
t13	2	1	3	4	5	6	32	32	0
t21	2	1	3	4	5	6	73	73	0
t22	2	1	3	4	5	6	146	146	0
t23	2	1	3	4	5	6	466	466	0
t11	2	1	3	4	6	5	14	14	0
t12	2	1	3	4	6	5	2	2	0
t13	2	1	3	4	6	5	32	32	0
t21	2	1	3	4	6	5	73	73	0
t22	2	1	3	4	6	5	424	424	0
t23	2	1	3	4	6	5	216	216	0
t11	2	1	3	5	4	6	14	14	0
t12	2	1	3	5	4	6	2	2	0
t13	2	1	3	5	4	6	32	32	0
t21	2	1	3	5	4	6	695	695	0
t22	2	1	3	5	4	6	407	407	0
t23	2	1	3	5	4	6	1462	1462	0
t11	2	1	3	5	6	4	14	14	0
t12	2	1	3	5	6	4	2	2	0
t13	2	1	3	5	6	4	32	32	0
t21	2	1	3	5	6	4	473	94	379
t22	2	1	3	5	6	4	1007	445	562
t23	2	1	3	5	6	4	310	159	151
t11	2	1	3	6	4	5	0	0	0
t12	2	1	3	6	4	5	0	0	0
t13	2	1	3	6	4	5	0	0	0
t21	2	1	3	6	4	5	0	0	0
t22	2	1	3	6	4	5	0	0	0
t23	2	1	3	6	4	5	0	0	0
t11	2	1	3	6	5	4	0	0	0
t12	2	1	3	6	5	4	0	0	0
t13	2	1	3	6	5	4	0	0	0
t21	2	1	3	6	5	4	0	0	0
t22	2	1	3	6	5	4	0	0	0
t23	2	1	3	6	5	4	0	0	0
t11	2	1	4	3	5	6	14	14	0
t12	2	1	4	3	5	6	2	2	0
t13	2	1	4	3	5	6	47	47	0
t21	2	1	4	3	5	6	29	29	0
t22	2	1	4	3	5	6	133	133	0
t23	2	1	4	3	5	6	390	390	0
t11	2	1	4	3	6	5	14	14	0
t12	2	1	4	3	6	5	2	2	0
t13	2	1	4	3	6	5	47	47	0
t21	2	1	4	3	6	5	29	29	0
t22	2	1	4	3	6	5	343	343	0
t23	2	1	4	3	6	5	190	190	0
t11	2	1	4	5	3	6	14	14	0
t12	2	1	4	5	3	6	2	2	0
t13	2	1	4	5	3	6	266	53	213
t21	2	1	4	5	3	6	695	695	0
t22	2	1	4	5	3	6	187	187	0
t23	2	1	4	5	3	6	1445	1445	0
t11	2	1	4	5	6	3	14	14	0
t12	2	1	4	5	6	3	2	2	0
t13	2	1	4	5	6	3	210	49	161
t21	2	1	4	5	6	3	473	94	379
t22	2	1	4	5	6	3	1007	445	562
t23	2	1	4	5	6	3	126	59	67
t11	2	1	4	6	3	5	0	0	0
t12	2	1	4	6	3	5	0	0	0
t13	2	1	4	6	3	5	0	0	0
t21	2	1	4	6	3	5	0	0	0
t22	2	1	4	6	3	5	0	0	0
t23	2	1	4	6	3	5	0	0	0
t11	2	1	4	6	5	3	0	0	0
t12	2	1	4	6	5	3	0	0	0
t13	2	1	4	6	5	3	0	0	0
t21	2	1	4	6	5	3	0	0	0
t22	2	1	4	6	5	3	0	0	0
t23	2	1	4	6	5	3	0	0	0
t11	2	1	5	3	4	6	14	14	0
t12	2	1	5	3	4	6	2	2	0
t13	2	1	5	3	4	6	73	73	0
t21	2	1	5	3	4	6	29	29	0
t22	2	1	5	3	4	6	50	50	0
t23	2	1	5	3	4	6	326	326	0
t11	2	1	5	3	6	4	14	14	0
t12	2	1	5	3	6	4	2	2	0
t13	2	1	5	3	6	4	111	52	59
t21	2	1	5	3	6	4	29	29	0
t22	2	1	5	3	6	4	343	343	0
t23	2	1	5	3	6	4	61	61	0
t11	2	1	5	4	3	6	14	14	0
t12	2	1	5	4	3	6	2	2	0
t13	2	1	5	4	3	6	89	89	0
t21	2	1	5	4	3	6	50	50	0
t22	2	1	5	4	3	6	35	35	0
t23	2	1	5	4	3	6	373	373	0
t11	2	1	5	4	6	3	14	14	0
t12	2	1	5	4	6	3	2	2	0
t13	2	1	5	4	6	3	128	52	76
t21	2	1	5	4	6	3	95	34	61
t22	2	1	5	4	6	3	446	348	98
t23	2	1	5	4	6	3	59	58	1
t11	2	1	5	6	3	4	0	0	0
t12	2	1	5	6	3	4	0	0	0
t13	2	1	5	6	3	4	0	0	0
t21	2	1	5	6	3	4	0	0	0
t22	2	1	5	6	3	4	0	0	0
t23	2	1	5	6	3	4	0	0	0
t11	2	1	5	6	4	3	0	0	0
t12	2	1	5	6	4	3	0	0	0
t13	2	1	5	6	4	3	0	0	0
t21	2	1	5	6	4	3	0	0	0
t22	2	1	5	6	4	3	0	0	0
t23	2	1	5	6	4	3	0	0	0
t11	2	1	6	3	4	5	14	14	0
t12	2	1	6	3	4	5	2	2	0
t13	2	1	6	3	4	5	131	131	0
t21	2	1	6	3	4	5	29	29	0
t22	2	1	6	3	4	5	50	50	0
t23	2	1	6	3	4	5	55	55	0
t11	2	1	6	3	5	4	14	14	0
t12	2	1	6	3	5	4	2	2	0
t13	2	1	6	3	5	4	131	131	0
t21	2	1	6	3	5	4	29	29	0
t22	2	1	6	3	5	4	72	72	0
t23	2	1	6	3	5	4	47	47	0
t11	2	1	6	4	3	5	14	14	0
t12	2	1	6	4	3	5	2	2	0
t13	2	1	6	4	3	5	132	132	0
t21	2	1	6	4	3	5	50	50	0
t22	2	1	6	4	3	5	35	35	0
t23	2	1	6	4	3	5	88	88	0
t11	2	1	6	4	5	3	14	14	0
t12	2	1	6	4	5	3	2	2	0
t13	2	1	6	4	5	3	133	131	2
t21	2	1	6	4	5	3	51	34	17
t22	2	1	6	4	5	3	72	72	0
t23	2	1	6	4	5	3	44	44	0
t11	2	1	6	5	3	4	14	14	0
t12	2	1	6	5	3	4	2	2	0
t13	2	1	6	5	3	4	190	190	0
t21	2	1	6	5	3	4	131	131	0
t22	2	1	6	5	3	4	67	67	0
t23	2	1	6	5	3	4	107	65	42
t11	2	1	6	5	4	3	14	14	0
t12	2	1	6	5	4	3	2	2	0
t13	2	1	6	5	4	3	210	206	4
t21	2	1	6	5	4	3	148	148	0
t22	2	1	6	5	4	3	111	72	39
t23	2	1	6	5	4	3	45	45	0
t11	2	3	1	4	5	6	110	14	96
t12	2	3	1	4	5	6	308	106	202
t13	2	3	1	4	5	6	46	16	30
t21	2	3	1	4	5	6	491	169	322
t22	2	3	1	4	5	6	863	317	546
t23	2	3	1	4	5	6	2474	896	1578
t11	2	3	1	4	6	5	110	14	96
t12	2	3	1	4	6	5	308	106	202
t13	2	3	1	4	6	5	46	16	30
t21	2	3	1	4	6	5	491	169	322
t22	2	3	1	4	6	5	2223	838	1385
t23	2	3	1	4	6	5	1196	427	769
t11	2	3	1	5	4	6	110	14	96
t12	2	3	1	5	4	6	308	106	202
t13	2	3	1	5	4	6	46	16	30
t21	2	3	1	5	4	6	4893	1650	3243
t22	2	3	1	5	4	6	2665	901	1764
t23	2	3	1	5	4	6	10072	3454	6618
t11	2	3	1	5	6	4	110	14	96
t12	2	3	1	5	6	4	308	106	202
t13	2	3	1	5	6	4	46	16	30
t21	2	3	1	5	6	4	2654	190	2464
t22	2	3	1	5	6	4	5385	859	4526
t23	2	3	1	5	6	4	1803	356	1447
t11	2	3	1	6	4	5	0	0	0
t12	2	3	1	6	4	5	0	0	0
t13	2	3	1	6	4	5	0	0	0
t21	2	3	1	6	4	5	0	0	0
t22	2	3	1	6	4	5	0	0	0
t23	2	3	1	6	4	5	0	0	0
t11	2	3	1	6	5	4	0	0	0
t12	2	3	1	6	5	4	0	0	0
t13	2	3	1	6	5	4	0	0	0
t21	2	3	1	6	5	4	0	0	0
t22	2	3	1	6	5	4	0	0	0
t23	2	3	1	6	5	4	0	0	0
t11	2	3	4	1	5	6	13	13	0
t12	2	3	4	1	5	6	24	24	0
t13	2	3	4	1	5	6	47	47	0
t21	2	3	4	1	5	6	3	3	0
t22	2	3	4	1	5	6	149	149	0
t23	2	3	4	1	5	6	364	364	0
t11	2	3	4	1	6	5	13	13	0
t12	2	3	4	1	6	5	24	24	0
t13	2	3	4	1	6	5	47	47	0
t21	2	3	4	1	6	5	3	3	0
t22	2	3	4	1	6	5	350	350	0
t23	2	3	4	1	6	5	203	203	0
t11	2	3	4	5	1	6	0	19	-19
t12	2	3	4	5	1	6	0	32	-32
t13	2	3	4	5	1	6	0	67	-67
t21	2	3	4	5	1	6	0	1095	-1095
t22	2	3	4	5	1	6	0	97	-97
t23	2	3	4	5	1	6	0	2229	-2229
t11	2	3	4	5	6	1	0	15	-15
t12	2	3	4	5	6	1	0	28	-28
t13	2	3	4	5	6	1	0	55	-55
t21	2	3	4	5	6	1	0	114	-114
t22	2	3	4	5	6	1	0	553	-553
t23	2	3	4	5	6	1	0	11	-11
t11	2	3	4	6	1	5	0	0	0
t12	2	3	4	6	1	5	0	0	0
t13	2	3	4	6	1	5	0	0	0
t21	2	3	4	6	1	5	0	0	0
t22	2	3	4	6	1	5	0	0	0
t23	2	3	4	6	1	5	0	0	0
t11	2	3	4	6	5	1	0	0	0
t12	2	3	4	6	5	1	0	0	0
t13	2	3	4	6	5	1	0	0	0
t21	2	3	4	6	5	1	0	0	0
t22	2	3	4	6	5	1	0	0	0
t23	2	3	4	6	5	1	0	0	0
t11	2	3	5	1	4	6	13	13	0
t12	2	3	5	1	4	6	24	24	0
t13	2	3	5	1	4	6	68	68	0
t21	2	3	5	1	4	6	3	3	0
t22	2	3	5	1	4	6	50	50	0
t23	2	3	5	1	4	6	316	316	0
t11	2	3	5	1	6	4	13	13	0
t12	2	3	5	1	6	4	24	24	0
t13	2	3	5	1	6	4	119	60	59
t21	2	3	5	1	6	4	3	3	0
t22	2	3	5	1	6	4	350	350	0
t23	2	3	5	1	6	4	61	61	0
t11	2	3	5	4	1	6	19	19	0
t12	2	3	5	4	1	6	32	32	0
t13	2	3	5	4	1	6	106	106	0
t21	2	3	5	4	1	6	50	50	0
t22	2	3	5	4	1	6	9	9	0
t23	2	3	5	4	1	6	415	415	0
t11	2	3	5	4	6	1	130	15	115
t12	2	3	5	4	6	1	299	28	271
t13	2	3	5	4	6	1	668	66	602
t21	2	3	5	4	6	1	375	34	341
t22	2	3	5	4	6	1	2127	405	1722
t23	2	3	5	4	6	1	28	9	19
t11	2	3	5	6	1	4	0	0	0
t12	2	3	5	6	1	4	0	0	0
t13	2	3	5	6	1	4	0	0	0
t21	2	3	5	6	1	4	0	0	0
t22	2	3	5	6	1	4	0	0	0
t23	2	3	5	6	1	4	0	0	0
t11	2	3	5	6	4	1	0	0	0
t12	2	3	5	6	4	1	0	0	0
t13	2	3	5	6	4	1	0	0	0
t21	2	3	5	6	4	1	0	0	0
t22	2	3	5	6	4	1	0	0	0
t23	2	3	5	6	4	1	0	0	0
t11	2	3	6	1	4	5	13	13	0
t12	2	3	6	1	4	5	24	24	0
t13	2	3	6	1	4	5	122	122	0
t21	2	3	6	1	4	5	3	3	0
t22	2	3	6	1	4	5	50	50	0
t23	2	3	6	1	4	5	55	55	0
t11	2	3	6	1	5	4	13	13	0
t12	2	3	6	1	5	4	24	24	0
t13	2	3	6	1	5	4	139	139	0
t21	2	3	6	1	5	4	3	3	0
t22	2	3	6	1	5	4	72	72	0
t23	2	3	6	1	5	4	34	34	0
t11	2	3	6	4	1	5	19	19	0
t12	2	3	6	4	1	5	32	32	0
t13	2	3	6	4	1	5	166	166	0
t21	2	3	6	4	1	5	50	50	0
t22	2	3	6	4	1	5	9	9	0
t23	2	3	6	4	1	5	88	88	0
t11	2	3	6	4	5	1	20	15	5
t12	2	3	6	4	5	1	33	28	5
t13	2	3	6	4	5	1	169	154	15
t21	2	3	6	4	5	1	51	34	17
t22	2	3	6	4	5	1	72	72	0
t23	2	3	6	4	5	1	6	6	0
t11	2	3	6	5	1	4	28	19	9
t12	2	3	6	5	1	4	51	32	19
t13	2	3	6	5	1	4	227	183	44
t21	2	3	6	5	1	4	95	93	2
t22	2	3	6	5	1	4	12	10	2
t23	2	3	6	5	1	4	88	65	23
t11	2	3	6	5	4	1	25	15	10
t12	2	3	6	5	4	1	48	28	20
t13	2	3	6	5	4	1	264	224	40
t21	2	3	6	5	4	1	148	148	0
t22	2	3	6	5	4	1	113	72	41
t23	2	3	6	5	4	1	7	7	0
t11	2	4	1	3	5	6	950	14	936
t12	2	4	1	3	5	6	3122	166	2956
t13	2	4	1	3	5	6	420	22	398
t21	2	4	1	3	5	6	2529	27	2502
t22	2	4	1	3	5	6	6362	292	6070
t23	2	4	1	3	5	6	18211	838	17373
t11	2	4	1	3	6	5	950	14	936
t12	2	4	1	3	6	5	3122	166	2956
t13	2	4	1	3	6	5	420	22	398
t21	2	4	1	3	6	5	2529	27	2502
t22	2	4	1	3	6	5	16002	778	15224
t23	2	4	1	3	6	5	9440	497	8943
t11	2	4	1	5	3	6	0	14	-14
t12	2	4	1	5	3	6	0	191	-191
t13	2	4	1	5	3	6	0	26	-26
t21	2	4	1	5	3	6	0	2593	-2593
t22	2	4	1	5	3	6	0	481	-481
t23	2	4	1	5	3	6	0	5194	-5194
t11	2	4	1	5	6	3	0	14	-14
t12	2	4	1	5	6	3	0	151	-151
t13	2	4	1	5	6	3	0	22	-22
t21	2	4	1	5	6	3	0	250	-250
t22	2	4	1	5	6	3	0	1119	-1119
t23	2	4	1	5	6	3	0	101	-101
t11	2	4	1	6	3	5	0	0	0
t12	2	4	1	6	3	5	0	0	0
t13	2	4	1	6	3	5	0	0	0
t21	2	4	1	6	3	5	0	0	0
t22	2	4	1	6	3	5	0	0	0
t23	2	4	1	6	3	5	0	0	0
t11	2	4	1	6	5	3	0	0	0
t12	2	4	1	6	5	3	0	0	0
t13	2	4	1	6	5	3	0	0	0
t21	2	4	1	6	5	3	0	0	0
t22	2	4	1	6	5	3	0	0	0
t23	2	4	1	6	5	3	0	0	0
t11	2	4	3	1	5	6	13	13	0
t12	2	4	3	1	5	6	165	165	0
t13	2	4	3	1	5	6	77	77	0
t21	2	4	3	1	5	6	3	3	0
t22	2	4	3	1	5	6	292	292	0
t23	2	4	3	1	5	6	778	778	0
t11	2	4	3	1	6	5	13	13	0
t12	2	4	3	1	6	5	165	165	0
t13	2	4	3	1	6	5	77	77	0
t21	2	4	3	1	6	5	3	3	0
t22	2	4	3	1	6	5	750	750	0
t23	2	4	3	1	6	5	461	461	0
t11	2	4	3	5	1	6	0	19	-19
t12	2	4	3	5	1	6	0	210	-210
t13	2	4	3	5	1	6	0	107	-107
t21	2	4	3	5	1	6	0	2695	-2695
t22	2	4	3	5	1	6	0	225	-225
t23	2	4	3	5	1	6	0	5382	-5382
t11	2	4	3	5	6	1	0	15	-15
t12	2	4	3	5	6	1	0	166	-166
t13	2	4	3	5	6	1	0	77	-77
t21	2	4	3	5	6	1	0	250	-250
t22	2	4	3	5	6	1	0	1119	-1119
t23	2	4	3	5	6	1	0	17	-17
t11	2	4	3	6	1	5	0	0	0
t12	2	4	3	6	1	5	0	0	0
t13	2	4	3	6	1	5	0	0	0
t21	2	4	3	6	1	5	0	0	0
t22	2	4	3	6	1	5	0	0	0
t23	2	4	3	6	1	5	0	0	0
t11	2	4	3	6	5	1	0	0	0
t12	2	4	3	6	5	1	0	0	0
t13	2	4	3	6	5	1	0	0	0
t21	2	4	3	6	5	1	0	0	0
t22	2	4	3	6	5	1	0	0	0
t23	2	4	3	6	5	1	0	0	0
t11	2	4	5	1	3	6	13	13	0
t12	2	4	5	1	3	6	43	43	0
t13	2	4	5	1	3	6	83	83	0
t21	2	4	5	1	3	6	3	3	0
t22	2	4	5	1	3	6	32	32	0
t23	2	4	5	1	3	6	318	318	0
t11	2	4	5	1	6	3	13	13	0
t12	2	4	5	1	6	3	90	30	60
t13	2	4	5	1	6	3	196	66	130
t21	2	4	5	1	6	3	3	3	0
t22	2	4	5	1	6	3	573	375	198
t23	2	4	5	1	6	3	59	41	18
t11	2	4	5	3	1	6	19	19	0
t12	2	4	5	3	1	6	45	45	0
t13	2	4	5	3	1	6	108	108	0
t21	2	4	5	3	1	6	32	32	0
t22	2	4	5	3	1	6	9	9	0
t23	2	4	5	3	1	6	388	388	0
t11	2	4	5	3	6	1	90	15	75
t12	2	4	5	3	6	1	225	31	194
t13	2	4	5	3	6	1	459	66	393
t21	2	4	5	3	6	1	188	28	160
t22	2	4	5	3	6	1	1459	431	1028
t23	2	4	5	3	6	1	20	9	11
t11	2	4	5	6	1	3	0	0	0
t12	2	4	5	6	1	3	0	0	0
t13	2	4	5	6	1	3	0	0	0
t21	2	4	5	6	1	3	0	0	0
t22	2	4	5	6	1	3	0	0	0
t23	2	4	5	6	1	3	0	0	0
t11	2	4	5	6	3	1	0	0	0
t12	2	4	5	6	3	1	0	0	0
t13	2	4	5	6	3	1	0	0	0
t21	2	4	5	6	3	1	0	0	0
t22	2	4	5	6	3	1	0	0	0
t23	2	4	5	6	3	1	0	0	0
t11	2	4	6	1	3	5	13	13	0
t12	2	4	6	1	3	5	43	43	0
t13	2	4	6	1	3	5	137	137	0
t21	2	4	6	1	3	5	3	3	0
t22	2	4	6	1	3	5	32	32	0
t23	2	4	6	1	3	5	55	55	0
t11	2	4	6	1	5	3	13	13	0
t12	2	4	6	1	5	3	44	30	14
t13	2	4	6	1	5	3	145	145	0
t21	2	4	6	1	5	3	3	3	0
t22	2	4	6	1	5	3	72	72	0
t23	2	4	6	1	5	3	28	28	0
t11	2	4	6	3	1	5	19	19	0
t12	2	4	6	3	1	5	45	45	0
t13	2	4	6	3	1	5	149	149	0
t21	2	4	6	3	1	5	32	32	0
t22	2	4	6	3	1	5	9	9	0
t23	2	4	6	3	1	5	55	55	0
t11	2	4	6	3	5	1	20	15	5
t12	2	4	6	3	5	1	46	31	15
t13	2	4	6	3	5	1	167	157	10
t21	2	4	6	3	5	1	33	28	5
t22	2	4	6	3	5	1	72	72	0
t23	2	4	6	3	5	1	6	5	1
t11	2	4	6	5	1	3	28	19	9
t12	2	4	6	5	1	3	71	47	24
t13	2	4	6	5	1	3	237	198	39
t21	2	4	6	5	1	3	95	93	2
t22	2	4	6	5	1	3	12	10	2
t23	2	4	6	5	1	3	64	45	19
t11	2	4	6	5	3	1	25	15	10
t12	2	4	6	5	3	1	110	47	63
t13	2	4	6	5	3	1	290	216	74
t21	2	4	6	5	3	1	148	131	17
t22	2	4	6	5	3	1	72	52	20
t23	2	4	6	5	3	1	7	6	1
t11	2	5	1	3	4	6	0	0	0
t12	2	5	1	3	4	6	0	0	0
t13	2	5	1	3	4	6	0	0	0
t21	2	5	1	3	4	6	0	0	0
t22	2	5	1	3	4	6	0	0	0
t23	2	5	1	3	4	6	0	0	0
t11	2	5	1	3	6	4	0	14	-14
t12	2	5	1	3	6	4	0	246	-246
t13	2	5	1	3	6	4	0	30	-30
t21	2	5	1	3	6	4	0	27	-27
t22	2	5	1	3	6	4	0	996	-996
t23	2	5	1	3	6	4	0	95	-95
t11	2	5	1	4	3	6	0	0	0
t12	2	5	1	4	3	6	0	0	0
t13	2	5	1	4	3	6	0	0	0
t21	2	5	1	4	3	6	0	0	0
t22	2	5	1	4	3	6	0	0	0
t23	2	5	1	4	3	6	0	0	0
t11	2	5	1	4	6	3	0	14	-14
t12	2	5	1	4	6	3	0	246	-246
t13	2	5	1	4	6	3	0	30	-30
t21	2	5	1	4	6	3	0	32	-32
t22	2	5	1	4	6	3	0	1029	-1029
t23	2	5	1	4	6	3	0	90	-90
t11	2	5	1	6	3	4	0	0	0
t12	2	5	1	6	3	4	0	0	0
t13	2	5	1	6	3	4	0	0	0
t21	2	5	1	6	3	4	0	0	0
t22	2	5	1	6	3	4	0	0	0
t23	2	5	1	6	3	4	0	0	0
t11	2	5	1	6	4	3	0	0	0
t12	2	5	1	6	4	3	0	0	0
t13	2	5	1	6	4	3	0	0	0
t21	2	5	1	6	4	3	0	0	0
t22	2	5	1	6	4	3	0	0	0
t23	2	5	1	6	4	3	0	0	0
t11	2	5	3	1	4	6	0	0	0
t12	2	5	3	1	4	6	0	0	0
t13	2	5	3	1	4	6	0	0	0
t21	2	5	3	1	4	6	0	0	0
t22	2	5	3	1	4	6	0	0	0
t23	2	5	3	1	4	6	0	0	0
t11	2	5	3	1	6	4	0	13	-13
t12	2	5	3	1	6	4	0	245	-245
t13	2	5	3	1	6	4	0	113	-113
t21	2	5	3	1	6	4	0	3	-3
t22	2	5	3	1	6	4	0	973	-973
t23	2	5	3	1	6	4	0	95	-95
t11	2	5	3	4	1	6	0	0	0
t12	2	5	3	4	1	6	0	0	0
t13	2	5	3	4	1	6	0	0	0
t21	2	5	3	4	1	6	0	0	0
t22	2	5	3	4	1	6	0	0	0
t23	2	5	3	4	1	6	0	0	0
t11	2	5	3	4	6	1	0	15	-15
t12	2	5	3	4	6	1	0	251	-251
t13	2	5	3	4	6	1	0	116	-116
t21	2	5	3	4	6	1	0	32	-32
t22	2	5	3	4	6	1	0	1061	-1061
t23	2	5	3	4	6	1	0	16	-16
t11	2	5	3	6	1	4	0	0	0
t12	2	5	3	6	1	4	0	0	0
t13	2	5	3	6	1	4	0	0	0
t21	2	5	3	6	1	4	0	0	0
t22	2	5	3	6	1	4	0	0	0
t23	2	5	3	6	1	4	0	0	0
t11	2	5	3	6	4	1	0	0	0
t12	2	5	3	6	4	1	0	0	0
t13	2	5	3	6	4	1	0	0	0
t21	2	5	3	6	4	1	0	0	0
t22	2	5	3	6	4	1	0	0	0
t23	2	5	3	6	4	1	0	0	0
t11	2	5	4	1	3	6	0	0	0
t12	2	5	4	1	3	6	0	0	0
t13	2	5	4	1	3	6	0	0	0
t21	2	5	4	1	3	6	0	0	0
t22	2	5	4	1	3	6	0	0	0
t23	2	5	4	1	3	6	0	0	0
t11	2	5	4	1	6	3	0	13	-13
t12	2	5	4	1	6	3	0	245	-245
t13	2	5	4	1	6	3	0	121	-121
t21	2	5	4	1	6	3	0	3	-3
t22	2	5	4	1	6	3	0	973	-973
t23	2	5	4	1	6	3	0	91	-91
t11	2	5	4	3	1	6	0	0	0
t12	2	5	4	3	1	6	0	0	0
t13	2	5	4	3	1	6	0	0	0
t21	2	5	4	3	1	6	0	0	0
t22	2	5	4	3	1	6	0	0	0
t23	2	5	4	3	1	6	0	0	0
t11	2	5	4	3	6	1	0	15	-15
t12	2	5	4	3	6	1	0	251	-251
t13	2	5	4	3	6	1	0	123	-123
t21	2	5	4	3	6	1	0	28	-28
t22	2	5	4	3	6	1	0	1057	-1057
t23	2	5	4	3	6	1	0	16	-16
t11	2	5	4	6	1	3	0	0	0
t12	2	5	4	6	1	3	0	0	0
t13	2	5	4	6	1	3	0	0	0
t21	2	5	4	6	1	3	0	0	0
t22	2	5	4	6	1	3	0	0	0
t23	2	5	4	6	1	3	0	0	0
t11	2	5	4	6	3	1	0	0	0
t12	2	5	4	6	3	1	0	0	0
t13	2	5	4	6	3	1	0	0	0
t21	2	5	4	6	3	1	0	0	0
t22	2	5	4	6	3	1	0	0	0
t23	2	5	4	6	3	1	0	0	0
t11	2	5	6	1	3	4	13	13	0
t12	2	5	6	1	3	4	49	49	0
t13	2	5	6	1	3	4	142	142	0
t21	2	5	6	1	3	4	3	3	0
t22	2	5	6	1	3	4	32	32	0
t23	2	5	6	1	3	4	47	47	0
t11	2	5	6	1	4	3	13	13	0
t12	2	5	6	1	4	3	49	49	0
t13	2	5	6	1	4	3	142	142	0
t21	2	5	6	1	4	3	3	3	0
t22	2	5	6	1	4	3	47	47	0
t23	2	5	6	1	4	3	28	28	0
t11	2	5	6	3	1	4	19	19	0
t12	2	5	6	3	1	4	50	50	0
t13	2	5	6	3	1	4	164	164	0
t21	2	5	6	3	1	4	32	32	0
t22	2	5	6	3	1	4	9	9	0
t23	2	5	6	3	1	4	47	47	0
t11	2	5	6	3	4	1	15	15	0
t12	2	5	6	3	4	1	65	65	0
t13	2	5	6	3	4	1	181	165	16
t21	2	5	6	3	4	1	33	28	5
t22	2	5	6	3	4	1	52	52	0
t23	2	5	6	3	4	1	5	5	0
t11	2	5	6	4	1	3	19	19	0
t12	2	5	6	4	1	3	74	74	0
t13	2	5	6	4	1	3	182	182	0
t21	2	5	6	4	1	3	47	47	0
t22	2	5	6	4	1	3	9	9	0
t23	2	5	6	4	1	3	34	34	0
t11	2	5	6	4	3	1	20	15	5
t12	2	5	6	4	3	1	76	74	2
t13	2	5	6	4	3	1	210	205	5
t21	2	5	6	4	3	1	71	71	0
t22	2	5	6	4	3	1	49	34	15
t23	2	5	6	4	3	1	6	6	0
t11	2	6	1	3	4	5	0	0	0
t12	2	6	1	3	4	5	0	0	0
t13	2	6	1	3	4	5	0	0	0
t21	2	6	1	3	4	5	0	0	0
t22	2	6	1	3	4	5	0	0	0
t23	2	6	1	3	4	5	0	0	0
t11	2	6	1	3	5	4	0	0	0
t12	2	6	1	3	5	4	0	0	0
t13	2	6	1	3	5	4	0	0	0
t21	2	6	1	3	5	4	0	0	0
t22	2	6	1	3	5	4	0	0	0
t23	2	6	1	3	5	4	0	0	0
t11	2	6	1	4	3	5	0	0	0
t12	2	6	1	4	3	5	0	0	0
t13	2	6	1	4	3	5	0	0	0
t21	2	6	1	4	3	5	0	0	0
t22	2	6	1	4	3	5	0	0	0
t23	2	6	1	4	3	5	0	0	0
t11	2	6	1	4	5	3	0	0	0
t12	2	6	1	4	5	3	0	0	0
t13	2	6	1	4	5	3	0	0	0
t21	2	6	1	4	5	3	0	0	0
